Unnamed: 0,영업팀,영업그룹,기준품목,월(AB),주(AB),메져_구분,SMSS_ATTR01,SMSS_ATTR02,SMSS_ATTR03,◆_AP1_S/I FCST_예상,◆_AP1_RTF_예상,◆_AP1_S/O FCST_예상,◆_실판매_모바일/유통직판 포함,◆_매출
,이커머스,종합몰,건조기,26Y01M,26Y02W,금액,,,,5822011.746,5822011.746,6404212.921999999,6404212.922,5822011.746000001
,이커머스,종합몰,건조기,26Y01M,26Y02W,금액,22kg,,,1186014.953,1186014.953,1304616.448,1304616.448,1186014.953
,이커머스,종합몰,건조기,26Y01M,26Y02W,금액,21kg,,,17367742.656,17367742.656,19104516.924,19104516.924,17367742.656
,이커머스,종합몰,건조기,26Y01M,26Y02W,금액,20kg,,,1792452.026,1792452.026,1971697.2280000001,1971697.2280000001,1792452.026
,이커머스,종합몰,건조기,26Y01M,26Y02W,금액,17kg,,,10602507.05,10602507.05,11662757.756,11662757.756000001,10602507.05
,이커머스,종합몰,건조기,26Y01M,26Y03W,수량,,,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y01M,26Y03W,수량,22kg,9시리즈,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y01M,26Y03W,수량,21kg,,,12.0,12.0,12.0,12.0,12.0
,이커머스,종합몰,건조기,26Y01M,26Y03W,수량,20kg,9시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y01M,26Y03W,수량,17kg,,,10.0,10.0,10.0,10.0,10.0
,이커머스,종합몰,건조기,26Y01M,26Y03W,금액,,,,3079832.972,3079832.972,3387816.2690000003,3387816.269,3079832.972
,이커머스,종합몰,건조기,26Y01M,26Y03W,금액,22kg,9시리즈,,7712818.023,7712818.023,8484099.826,8484099.826,7712818.023
,이커머스,종합몰,건조기,26Y01M,26Y03W,금액,21kg,,,9719672.538,9719672.538,10691639.794,10691639.794,9719672.537999999
,이커머스,종합몰,건조기,26Y01M,26Y03W,금액,20kg,9시리즈,,1183534.022,1183534.022,1301887.424,1301887.424,1183534.022
,이커머스,종합몰,건조기,26Y01M,26Y03W,금액,17kg,,,8082786.386999999,8082786.386999999,8891065.026,8891065.026,8082786.386999999
,이커머스,종합몰,건조기,26Y01M,26Y04W,수량,,,,17.0,17.0,17.0,17.0,17.0
,이커머스,종합몰,건조기,26Y01M,26Y04W,수량,22kg,9시리즈,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y01M,26Y04W,수량,21kg,,,34.0,34.0,34.0,34.0,34.0
,이커머스,종합몰,건조기,26Y01M,26Y04W,수량,17kg,,,8.0,8.0,8.0,8.0,8.0
,이커머스,종합몰,건조기,26Y01M,26Y04W,금액,,,,10709060.758,10709060.758,11779966.832999999,11779966.832999999,10709060.758000003
,이커머스,종합몰,건조기,26Y01M,26Y04W,금액,22kg,9시리즈,,4555491.791,4555491.791,5011040.971,5011040.971,4555491.791
,이커머스,종합몰,건조기,26Y01M,26Y04W,금액,21kg,,,27524942.228,27524942.228,30277436.452,30277436.452,27524942.228
,이커머스,종합몰,건조기,26Y01M,26Y04W,금액,17kg,,,6412914.914,6412914.914,7054206.404999999,7054206.404999999,6412914.914
,이커머스,종합몰,건조기,26Y01M,26Y05WA,수량,,,,16.0,16.0,16.0,16.0,16.0
,이커머스,종합몰,건조기,26Y01M,26Y05WA,수량,22kg,9시리즈,,4.0,4.0,4.0,4.0,4.0
,이커머스,종합몰,건조기,26Y01M,26Y05WA,수량,21kg,,,36.0,36.0,36.0,36.0,36.0
,이커머스,종합몰,건조기,26Y01M,26Y05WA,수량,20kg,,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y01M,26Y05WA,수량,17kg,,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y01M,26Y05WA,금액,,,,9849397.251,9849397.251,10834336.975,10834336.975,9849397.251000002
,이커머스,종합몰,건조기,26Y01M,26Y05WA,금액,22kg,9시리즈,,6171299.695,6171299.695,6788429.665,6788429.665000001,6171299.695
,이커머스,종합몰,건조기,26Y01M,26Y05WA,금액,21kg,,,29572449.46,29572449.46,32529694.409000006,32529694.408999994,29572449.459999997
,이커머스,종합몰,건조기,26Y01M,26Y05WA,금액,20kg,,,1770692.9849999999,1770692.9849999999,1947762.283,1947762.283,1770692.9849999999
,이커머스,종합몰,건조기,26Y01M,26Y05WA,금액,17kg,,,2420735.1270000003,2420735.1270000003,2662808.64,2662808.64,2420735.1270000003
,이커머스,종합몰,건조기,26Y02M,26Y05WB,수량,,,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y02M,26Y05WB,수량,22kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y02M,26Y05WB,수량,21kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y05WB,수량,20kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y05WB,수량,17kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y05WB,금액,,,,1962997.9849999999,1962997.9849999999,2159297.784,2159297.784,1962997.9849999999
,이커머스,종합몰,건조기,26Y02M,26Y05WB,금액,22kg,9시리즈,,3013042.0209999997,3013042.0209999997,3314346.223,3314346.223,3013042.0209999997
,이커머스,종합몰,건조기,26Y02M,26Y05WB,금액,21kg,,,928941.695,928941.695,1021835.865,1021835.865,928941.695
,이커머스,종합몰,건조기,26Y02M,26Y05WB,금액,20kg,,,914002.005,914002.005,1005402.206,1005402.206,914002.005
,이커머스,종합몰,건조기,26Y02M,26Y05WB,금액,17kg,,,782112.138,782112.138,860323.352,860323.352,782112.138
,이커머스,종합몰,건조기,26Y02M,26Y06W,수량,,,,26.0,26.0,26.0,26.0,26.0
,이커머스,종합몰,건조기,26Y02M,26Y06W,수량,21kg,,,15.0,15.0,15.0,15.0,15.0
,이커머스,종합몰,건조기,26Y02M,26Y06W,수량,20kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y06W,수량,20kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y02M,26Y06W,수량,17kg,,,11.0,11.0,11.0,11.0,11.0
,이커머스,종합몰,건조기,26Y02M,26Y06W,금액,,,,17040251.589,17040251.589,18744276.749,18744276.749,17040251.589
,이커머스,종합몰,건조기,26Y02M,26Y06W,금액,21kg,,,12811390.923,12811390.923,14092530.015,14092530.014999999,12811390.922999999
,이커머스,종합몰,건조기,26Y02M,26Y06W,금액,20kg,,,861902.039,861902.039,948092.243,948092.243,861902.039
,이커머스,종합몰,건조기,26Y02M,26Y06W,금액,20kg,9시리즈,,2400324.9400000004,2400324.9400000004,2640357.435,2640357.435,2400324.9400000004
,이커머스,종합몰,건조기,26Y02M,26Y06W,금액,17kg,,,9343407.946,9343407.946,10277748.742,10277748.742,9343407.946
,이커머스,종합몰,건조기,26Y02M,26Y07W,수량,,,,4.0,4.0,4.0,4.0,4.0
,이커머스,종합몰,건조기,26Y02M,26Y07W,수량,22kg,9시리즈,,4.0,4.0,4.0,4.0,4.0
,이커머스,종합몰,건조기,26Y02M,26Y07W,수량,21kg,,,17.0,17.0,17.0,17.0,17.0
,이커머스,종합몰,건조기,26Y02M,26Y07W,수량,20kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y07W,수량,17kg,,,12.0,12.0,12.0,12.0,12.0
,이커머스,종합몰,건조기,26Y02M,26Y07W,금액,,,,2829708.5360000003,2829708.5360000003,3112679.3899999997,3112679.3899999997,2829708.5360000003
,이커머스,종합몰,건조기,26Y02M,26Y07W,금액,22kg,9시리즈,,6149725.124,6149725.124,6764697.636,6764697.636,6149725.124
,이커머스,종합몰,건조기,26Y02M,26Y07W,금액,21kg,,,14411797.503999999,14411797.503999999,15852977.256000001,15852977.255999997,14411797.503999999
,이커머스,종합몰,건조기,26Y02M,26Y07W,금액,20kg,,,935761.037,935761.037,1029337.141,1029337.141,935761.037
,이커머스,종합몰,건조기,26Y02M,26Y07W,금액,17kg,,,9951470.13,9951470.13,10946617.144000001,10946617.144,9951470.13
,이커머스,종합몰,건조기,26Y02M,26Y08W,수량,,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y08W,수량,22kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y08W,수량,22kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y02M,26Y08W,수량,21kg,,,15.0,15.0,15.0,15.0,15.0
,이커머스,종합몰,건조기,26Y02M,26Y08W,수량,17kg,,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y02M,26Y08W,금액,,,,1028347.5760000001,1028347.5760000001,1131182.334,1131182.334,1028347.5760000001
,이커머스,종합몰,건조기,26Y02M,26Y08W,금액,22kg,,,1186058.963,1186058.963,1304664.859,1304664.859,1186058.963
,이커머스,종합몰,건조기,26Y02M,26Y08W,금액,22kg,9시리즈,,3085242.122,3085242.122,3393766.334,3393766.334,3085242.122
,이커머스,종합몰,건조기,26Y02M,26Y08W,금액,21kg,,,12808215.117999999,12808215.117999999,14089036.63,14089036.63,12808215.118
,이커머스,종합몰,건조기,26Y02M,26Y08W,금액,17kg,,,4225355.468,4225355.468,4647891.015000001,4647891.015000001,4225355.468
,이커머스,종합몰,건조기,26Y02M,26Y09WA,수량,,,,33.0,33.0,33.0,33.0,33.0
,이커머스,종합몰,건조기,26Y02M,26Y09WA,수량,22kg,9시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y02M,26Y09WA,수량,21kg,,,15.0,15.0,15.0,15.0,15.0
,이커머스,종합몰,건조기,26Y02M,26Y09WA,수량,17kg,,,19.0,19.0,19.0,19.0,19.0
,이커머스,종합몰,건조기,26Y02M,26Y09WA,금액,,,,21180456.983,21180456.983,23298502.680999998,23298502.680999998,21180456.983
,이커머스,종합몰,건조기,26Y02M,26Y09WA,금액,22kg,9시리즈,,1470420.96,1470420.96,1617463.056,1617463.056,1470420.96
,이커머스,종합몰,건조기,26Y02M,26Y09WA,금액,21kg,,,13177355.624,13177355.624,14495091.184000002,14495091.184,13177355.624
,이커머스,종합몰,건조기,26Y02M,26Y09WA,금액,17kg,,,16200518.298,16200518.298,17820570.129,17820570.129,16200518.297999999
,이커머스,종합몰,건조기,26Y03M,26Y09WB,수량,,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y09WB,수량,21kg,,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y03M,26Y09WB,수량,17kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y09WB,금액,,,,767719.796,767719.796,844491.776,844491.776,767719.796
,이커머스,종합몰,건조기,26Y03M,26Y09WB,금액,21kg,,,4175971.754,4175971.754,4593568.93,4593568.93,4175971.754
,이커머스,종합몰,건조기,26Y03M,26Y09WB,금액,17kg,,,901070.032,901070.032,991177.035,991177.035,901070.032
,이커머스,종합몰,건조기,26Y03M,26Y10W,수량,,,,52.0,52.0,52.0,52.0,52.0
,이커머스,종합몰,건조기,26Y03M,26Y10W,수량,22kg,9시리즈,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y03M,26Y10W,수량,21kg,,,24.0,24.0,24.0,24.0,24.0
,이커머스,종합몰,건조기,26Y03M,26Y10W,수량,20kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y03M,26Y10W,수량,17kg,,,15.0,15.0,15.0,15.0,15.0
,이커머스,종합몰,건조기,26Y03M,26Y10W,금액,,,,32956609.757999998,32956609.757999998,36252270.737,36252270.736999996,32956609.757999994
,이커머스,종합몰,건조기,26Y03M,26Y10W,금액,22kg,9시리즈,,4512415.284,4512415.284,4963656.812,4963656.812,4512415.284
,이커머스,종합몰,건조기,26Y03M,26Y10W,금액,21kg,,,20745680.763,20745680.763,22820248.839999996,22820248.839999996,20745680.763
,이커머스,종합몰,건조기,26Y03M,26Y10W,금액,20kg,9시리즈,,2798942.626,2798942.626,3078836.8880000003,3078836.8880000003,2798942.626
,이커머스,종합몰,건조기,26Y03M,26Y10W,금액,17kg,,,12451266.144000001,12451266.144000001,13696392.758,13696392.758,12451266.143999998
,이커머스,종합몰,건조기,26Y03M,26Y11W,수량,,,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y03M,26Y11W,수량,22kg,9시리즈,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y03M,26Y11W,수량,21kg,,,60.0,60.0,60.0,60.0,60.0
,이커머스,종합몰,건조기,26Y03M,26Y11W,수량,20kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y03M,26Y11W,수량,20kg,8시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y11W,수량,17kg,,,11.0,11.0,11.0,11.0,11.0
,이커머스,종합몰,건조기,26Y03M,26Y11W,금액,,,,2886128.592,2886128.592,3174741.4539999994,3174741.454,2886128.5919999992
,이커머스,종합몰,건조기,26Y03M,26Y11W,금액,22kg,9시리즈,,4526300.898,4526300.898,4978930.987,4978930.987,4526300.898
,이커머스,종합몰,건조기,26Y03M,26Y11W,금액,21kg,,,51752276.114,51752276.114,56927503.728,56927503.728000015,51752276.11399999
,이커머스,종합몰,건조기,26Y03M,26Y11W,금액,20kg,9시리즈,,2572145.62,2572145.62,2829360.182,2829360.182,2572145.62
,이커머스,종합몰,건조기,26Y03M,26Y11W,금액,20kg,8시리즈,,1092436.204,1092436.204,1201679.824,1201679.824,1092436.204
,이커머스,종합몰,건조기,26Y03M,26Y11W,금액,17kg,,,8864711.344,8864711.344,9751182.478,9751182.478,8864711.344
,이커머스,종합몰,건조기,26Y03M,26Y12W,수량,22kg,9시리즈,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y03M,26Y12W,수량,21kg,,,73.0,73.0,73.0,73.0,73.0
,이커머스,종합몰,건조기,26Y03M,26Y12W,수량,20kg,,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y03M,26Y12W,수량,20kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y03M,26Y12W,수량,20kg,8시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y12W,수량,17kg,,,10.0,10.0,10.0,10.0,10.0
,이커머스,종합몰,건조기,26Y03M,26Y12W,금액,,,,1455186.001,1455186.001,1600704.602,1600704.602,1455186.001
,이커머스,종합몰,건조기,26Y03M,26Y12W,금액,22kg,9시리즈,,7564904.371000001,7564904.371000001,8321394.807999999,8321394.807999999,7564904.371000001
,이커머스,종합몰,건조기,26Y03M,26Y12W,금액,21kg,,,60217670.501,60217670.501,66239437.551,66239437.551000014,60217670.50100001
,이커머스,종합몰,건조기,26Y03M,26Y12W,금액,20kg,,,2982119.041,2982119.041,3280330.946,3280330.946,2982119.041
,이커머스,종합몰,건조기,26Y03M,26Y12W,금액,20kg,9시리즈,,-1737714.3809999998,-1737714.3809999998,-1911485.819,-1911485.819,-1737714.3809999998
,이커머스,종합몰,건조기,26Y03M,26Y12W,금액,20kg,8시리즈,,1092436.204,1092436.204,1201679.824,1201679.824,1092436.204
,이커머스,종합몰,건조기,26Y03M,26Y12W,금액,17kg,,,8223148.338000001,8223148.338000001,9045463.171,9045463.171,8223148.338
,이커머스,종합몰,건조기,26Y03M,26Y13W,수량,,,,8.0,8.0,8.0,8.0,8.0
,이커머스,종합몰,건조기,26Y03M,26Y13W,수량,22kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y13W,수량,22kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y03M,26Y13W,수량,21kg,,,22.0,22.0,22.0,22.0,22.0
,이커머스,종합몰,건조기,26Y03M,26Y13W,수량,20kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y13W,수량,20kg,8시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y03M,26Y13W,수량,17kg,,,6.0,6.0,6.0,6.0,6.0
,이커머스,종합몰,건조기,26Y03M,26Y13W,금액,,,,5543541.939,5543541.939,6097896.135,6097896.135000001,5543541.939000001
,이커머스,종합몰,건조기,26Y03M,26Y13W,금액,22kg,,,1285640.978,1285640.978,1414205.076,1414205.076,1285640.978
,이커머스,종합몰,건조기,26Y03M,26Y13W,금액,22kg,9시리즈,,2991800.492,2991800.492,3290980.541,3290980.541,2991800.492
,이커머스,종합몰,건조기,26Y03M,26Y13W,금액,21kg,,,16167022.472000001,16167022.472000001,17783724.717,17783724.716999996,16167022.472000001
,이커머스,종합몰,건조기,26Y03M,26Y13W,금액,20kg,,,1146472.979,1146472.979,1261120.277,1261120.277,1146472.979
,이커머스,종합몰,건조기,26Y03M,26Y13W,금액,20kg,8시리즈,,2186650.215,2186650.215,2405315.236,2405315.236,2186650.215
,이커머스,종합몰,건조기,26Y03M,26Y13W,금액,17kg,,,5097198.781,5097198.781,5606918.66,5606918.66,5097198.781
,이커머스,종합몰,건조기,26Y03M,26Y14WA,수량,,,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y03M,26Y14WA,수량,21kg,,,6.0,6.0,6.0,6.0,6.0
,이커머스,종합몰,건조기,26Y03M,26Y14WA,수량,20kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y14WA,수량,20kg,8시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y03M,26Y14WA,수량,17kg,,,0.0,0.0,0.0,0.0,0.0
,이커머스,종합몰,건조기,26Y03M,26Y14WA,금액,,,,1938563.911,1938563.911,2132420.302,2132420.302,1938563.9110000003
,이커머스,종합몰,건조기,26Y03M,26Y14WA,금액,21kg,,,5256670.134,5256670.134,5782337.148,5782337.148,5256670.134
,이커머스,종합몰,건조기,26Y03M,26Y14WA,금액,20kg,,,857933.969,857933.969,943727.366,943727.366,857933.969
,이커머스,종합몰,건조기,26Y03M,26Y14WA,금액,20kg,8시리즈,,1092436.204,1092436.204,1201679.824,1201679.824,1092436.204
,이커머스,종합몰,건조기,26Y03M,26Y14WA,금액,17kg,,,0.0,0.0,0.0,0.0,0.0
,이커머스,종합몰,건조기,26Y04M,26Y14WB,수량,,,,14.0,14.0,14.0,14.0,14.0
,이커머스,종합몰,건조기,26Y04M,26Y14WB,수량,22kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y14WB,수량,22kg,9시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y14WB,수량,21kg,,,35.0,35.0,35.0,35.0,35.0
,이커머스,종합몰,건조기,26Y04M,26Y14WB,수량,20kg,,,4.0,4.0,4.0,4.0,4.0
,이커머스,종합몰,건조기,26Y04M,26Y14WB,수량,17kg,,,14.0,14.0,14.0,14.0,14.0
,이커머스,종합몰,건조기,26Y04M,26Y14WB,금액,,,,8761704.996000001,8761704.996000001,9637875.498000002,9637875.498,8761704.996
,이커머스,종합몰,건조기,26Y04M,26Y14WB,금액,22kg,,,1029239.043,1029239.043,1132162.947,1132162.947,1029239.043
,이커머스,종합몰,건조기,26Y04M,26Y14WB,금액,22kg,9시리즈,,1542603.009,1542603.009,1696863.31,1696863.31,1542603.009
,이커머스,종합몰,건조기,26Y04M,26Y14WB,금액,21kg,,,27753344.148000002,27753344.148000002,30528678.563,30528678.562999997,27753344.147999994
,이커머스,종합몰,건조기,26Y04M,26Y14WB,금액,20kg,,,4086410.91,4086410.91,4495052.001999999,4495052.001999999,4086410.91
,이커머스,종합몰,건조기,26Y04M,26Y14WB,금액,17kg,,,10572512.723,10572512.723,11629763.996,11629763.996000001,10572512.723
,이커머스,종합몰,건조기,26Y04M,26Y15W,수량,22kg,9시리즈,,7.0,7.0,7.0,7.0,7.0
,이커머스,종합몰,건조기,26Y04M,26Y15W,수량,21kg,,,36.0,36.0,36.0,36.0,36.0
,이커머스,종합몰,건조기,26Y04M,26Y15W,수량,20kg,,,9.0,9.0,9.0,9.0,9.0
,이커머스,종합몰,건조기,26Y04M,26Y15W,수량,20kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y04M,26Y15W,수량,20kg,8시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y04M,26Y15W,수량,19kg,8시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y15W,수량,17kg,,,7.0,7.0,7.0,7.0,7.0
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,,,,679039.843,679039.843,746943.8289999999,746943.8290000001,679039.843
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,22kg,9시리즈,,10785380.798,10785380.798,11863918.878,11863918.878,10785380.798
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,21kg,,,15784110.401999999,15784110.401999999,17362521.441,17362521.441,15784110.402000004
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,20kg,,,7915401.045000001,7915401.045000001,8706941.15,8706941.15,7915401.045000001
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,20kg,9시리즈,,2572526.935,2572526.935,2829779.6279999996,2829779.6279999996,2572526.935
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,20kg,8시리즈,,1921766.444,1921766.444,2113943.088,2113943.088,1921766.444
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,19kg,8시리즈,,1016523.985,1016523.985,1118176.384,1118176.384,1016523.985
,이커머스,종합몰,건조기,26Y04M,26Y15W,금액,17kg,,,5251008.766000001,5251008.766000001,5776109.643,5776109.643,5251008.766000001
,이커머스,종합몰,건조기,26Y04M,26Y16W,수량,,,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y04M,26Y16W,수량,22kg,9시리즈,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y04M,26Y16W,수량,21kg,,,18.0,18.0,18.0,18.0,18.0
,이커머스,종합몰,건조기,26Y04M,26Y16W,수량,20kg,,,4.0,4.0,4.0,4.0,4.0
,이커머스,종합몰,건조기,26Y04M,26Y16W,수량,20kg,9시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y16W,수량,20kg,8시리즈,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y04M,26Y16W,수량,17kg,,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y04M,26Y16W,금액,,,,3605338.007,3605338.007,3965871.809,3965871.8089999994,3605338.0069999998
,이커머스,종합몰,건조기,26Y04M,26Y16W,금액,22kg,9시리즈,,4582886.642,4582886.642,5041175.307,5041175.307,4582886.642
,이커머스,종합몰,건조기,26Y04M,26Y16W,금액,21kg,,,14516341.136999998,14516341.136999998,15967975.249,15967975.248999998,14516341.137
,이커머스,종합몰,건조기,26Y04M,26Y16W,금액,20kg,,,4344083.827,4344083.827,4778492.209,4778492.209,4344083.827
,이커머스,종합몰,건조기,26Y04M,26Y16W,금액,20kg,9시리즈,,1286263.982,1286263.982,1414890.38,1414890.38,1286263.982
,이커머스,종합몰,건조기,26Y04M,26Y16W,금액,20kg,8시리즈,,3068346.395,3068346.395,3375181.034,3375181.034,3068346.3949999996
,이커머스,종합몰,건조기,26Y04M,26Y16W,금액,17kg,,,1565919.1400000001,1565919.1400000001,1722511.054,1722511.054,1565919.1400000001
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,,,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,22kg,,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,22kg,9시리즈,,3.0,3.0,3.0,3.0,3.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,21kg,,,16.0,16.0,16.0,16.0,16.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,20kg,,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,20kg,9시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,20kg,8시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,수량,17kg,,,5.0,5.0,5.0,5.0,5.0
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,,,,1547367.5170000002,1547367.5170000002,1702104.271,1702104.2709999997,1547367.517
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,22kg,,,1134456.975,1134456.975,1247902.673,1247902.673,1134456.975
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,22kg,9시리즈,,4511038.899,4511038.899,4962142.789,4962142.789,4511038.899
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,21kg,,,12626157.317999998,12626157.317999998,13888773.048999999,13888773.048999999,12626157.318000002
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,20kg,,,4417221.29,4417221.29,4858943.419,4858943.419,4417221.29
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,20kg,9시리즈,,1286263.982,1286263.982,1414890.38,1414890.38,1286263.982
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,20kg,8시리즈,,962448.004,962448.004,1058692.804,1058692.804,962448.004
,이커머스,종합몰,건조기,26Y04M,26Y17W,금액,17kg,,,3934614.665,3934614.665,4328076.131999999,4328076.131999999,3934614.665
,이커머스,종합몰,건조기,26Y04M,26Y18WA,수량,,,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y04M,26Y18WA,수량,22kg,9시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y18WA,수량,21kg,,,6.0,6.0,6.0,6.0,6.0
,이커머스,종합몰,건조기,26Y04M,26Y18WA,수량,20kg,,,2.0,2.0,2.0,2.0,2.0
,이커머스,종합몰,건조기,26Y04M,26Y18WA,수량,20kg,8시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y18WA,수량,19kg,8시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,종합몰,건조기,26Y04M,26Y18WA,수량,17kg,,,4.0,4.0,4.0,4.0,4.0
,이커머스,종합몰,건조기,26Y04M,26Y18WA,금액,,,,1604110.029,1604110.029,1764521.032,1764521.032,1604110.029
,이커머스,종합몰,건조기,26Y04M,26Y18WA,금액,22kg,9시리즈,,1488587.961,1488587.961,1637446.757,1637446.757,1488587.961
,이커머스,종합몰,건조기,26Y04M,26Y18WA,금액,21kg,,,4765746.307,4765746.307,5242320.937999999,5242320.937999999,4765746.307
,이커머스,종합몰,건조기,26Y04M,26Y18WA,금액,20kg,,,1721741.466,1721741.466,1893915.612,1893915.612,1721741.466
,이커머스,종합몰,건조기,26Y04M,26Y18WA,금액,20kg,8시리즈,,960883.222,960883.222,1056971.544,1056971.544,960883.222
,이커머스,종합몰,건조기,26Y04M,26Y18WA,금액,19kg,8시리즈,,1193926.012,1193926.012,1313318.613,1313318.613,1193926.012
,이커머스,종합몰,건조기,26Y04M,26Y18WA,금액,17kg,,,2931554.782,2931554.782,3224710.26,3224710.26,2931554.782
