Unnamed: 0,영업팀,영업그룹,기준품목,월(AB),주(AB),메져_구분,SMSS_ATTR01,SMSS_ATTR02,SMSS_ATTR03,◆_AP1_S/I FCST_예상,◆_AP1_RTF_예상,◆_AP1_S/O FCST_예상,◆_실판매_모바일/유통직판 포함,◆_매출
,이커머스,SOP,세탁기,26Y08M,26Y35W,금액,15kg↓,,,24920706.834,24920706.834,9501421.6,9501421.600000001,24920706.834000003
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,,,,2.0,2.0,1.0,1.0,2.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,25kg,,,170.0,170.0,-11.0,-11.0,170.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,25kg,9시리즈,,30.0,30.0,-6.0,-6.0,30.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,25kg,8시리즈,,4.0,4.0,-1.0,-1.0,4.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,24kg,,,,,3.0,3.0,
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,24kg,8시리즈,,35.0,35.0,4.0,4.0,35.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,23-22kg,,,,,-1.0,-1.0,
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,21-20kg,,,21.0,21.0,11.0,11.0,21.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,19-18kg,,,9.0,9.0,0.0,0.0,9.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,수량,15kg↓,,,14.0,14.0,2.0,2.0,14.0
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,,,,4674466.074,4674466.074,767098.2,767098.2,4674466.074
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,25kg,,,125536844.168,125536844.168,-14169290.299999999,-14169290.299999999,125536844.168
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,25kg,9시리즈,,76200949.13699998,76200949.13699998,-21423817.8,-21423817.8,76200949.13699998
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,25kg,8시리즈,,9426272.415,9426272.415,-2897306.5,-2897306.5,9426272.415
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,24kg,,,,,3779460.3,3779460.3,
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,24kg,8시리즈,,33888229.452,33888229.452,6294024.0,6294024.0,33888229.452
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,23-22kg,,,,,-938839.0,-938839.0,
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,21-20kg,,,14562198.45,14562198.45,11539019.8,11539019.8,14562198.45
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,19-18kg,,,4267999.159,4267999.159,87830.6000000001,87830.6000000001,4267999.159
,이커머스,SOP,세탁기,26Y08M,26Y36WA,금액,15kg↓,,,7658600.3319999995,7658600.3319999995,2138043.5999999996,2138043.5999999996,7658600.3319999995
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,,,,6.0,6.0,2.0,2.0,8.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,25kg,,,652.0,652.0,160.0,160.0,659.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,25kg,9시리즈,,383.0,383.0,19.0,19.0,372.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,25kg,8시리즈,,689.0,689.0,80.0,80.0,679.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,24kg,,,,,42.0,42.0,
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,24kg,8시리즈,,474.0,474.0,5.0,5.0,468.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,23-22kg,,,5.0,5.0,2.0,2.0,5.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,21-20kg,,,108.0,108.0,43.0,43.0,111.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,19-18kg,,,22.0,22.0,27.0,27.0,24.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,수량,15kg↓,,,27.0,27.0,24.0,24.0,28.0
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,,,,10132560.18,10132560.18,3574103.5,3574103.5000000005,10607536.706999999
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,25kg,,,598026702.691,598026702.691,208641372.5,208641372.50000003,604749755.8760002
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,25kg,9시리즈,,990070730.2559999,990070730.2559999,64708971.8,64708971.80000001,961578102.5960001
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,25kg,8시리즈,,1442760096.581,1442760096.581,231785160.2,231785160.19999996,1421820182.265
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,24kg,,,,,52912405.7,52912405.7,
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,24kg,8시리즈,,529879214.74499995,529879214.74499995,7453684.7,7453684.699999999,522990076.25200003
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,23-22kg,,,3392660.7299999995,3392660.7299999995,1877678.0,1877678.0,3392660.7299999995
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,21-20kg,,,81102291.533,81102291.533,44452529.0,44452528.99999999,83401856.366
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,19-18kg,,,10852707.836000001,10852707.836000001,18471604.8,18471604.8,11847973.117000002
,이커머스,SOP,세탁기,26Y09M,26Y36WB,금액,15kg↓,,,20166250.614,20166250.614,23269903.8,23269903.800000004,20938594.606
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,,,,5.0,5.0,5.0,-3.0,3.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,25kg,,,221.0,221.0,221.0,152.0,220.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,25kg,9시리즈,,277.0,277.0,277.0,-7.0,165.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,25kg,8시리즈,,528.0,528.0,528.0,66.0,405.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,24kg,,,5.0,5.0,5.0,32.0,25.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,24kg,8시리즈,,122.0,122.0,122.0,11.0,103.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,23-22kg,,,3.0,3.0,3.0,1.0,6.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,21-20kg,,,301.0,301.0,301.0,51.0,391.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,19-18kg,,,132.0,132.0,132.0,38.0,135.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,수량,15kg↓,,,17.0,17.0,17.0,28.0,16.0
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,,,,5273811.0,5273810.65,2348030.905,90913.89999999956,26143321.022000004
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,25kg,,,120587430.0,120587430.29,290350136.864,198750128.49999997,208270782.29000005
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,25kg,9시리즈,,624943625.0,624943624.0200001,982992452.005,-29758998.499999996,425485209.5889999
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,25kg,8시리즈,,953025690.0,953025689.3800001,1529652635.82,191222766.89999995,848066529.9230001
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,24kg,,,3209200.0,3209200.3,6306370.97,40458012.099999994,22869464.52
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,24kg,8시리즈,,71028004.0,71028003.07,188994868.76599997,17223285.2,114773019.65799999
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,23-22kg,,,947523.0,947522.55,2789118.075,938840.1,4071192.876
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,21-20kg,,,163968048.0,163968048.44,311550776.427,52759747.699999996,295260389.004
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,19-18kg,,,38265318.0,38265317.52,92246484.94,26733964.400000006,68406264.138
,이커머스,SOP,세탁기,26Y09M,26Y37W,금액,15kg↓,,,6745650.0,6745650.0,17510183.042,28496432.799999993,11670466.709
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,,,,111.0,111.0,55.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,25kg,,,1083.0,1083.0,655.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,25kg,9시리즈,,236.0,236.0,97.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,25kg,8시리즈,,316.0,246.0,245.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,24kg,,,195.0,195.0,157.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,24kg,8시리즈,,97.0,97.0,88.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,23-22kg,,,22.0,22.0,9.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,21-20kg,,,1078.0,1078.0,194.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,19-18kg,,,141.0,141.0,76.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,수량,15kg↓,,,308.0,308.0,158.0,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,,,,30822178.0,30822177.63,25828339.955,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,25kg,,,517399636.0,517399636.37,816053988.538,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,25kg,9시리즈,,566282971.0,566282970.05,329941265.50200003,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,25kg,8시리즈,,582451784.0,448883040.84,709720729.956,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,24kg,,,125158812.0,125158811.7,198020048.458,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,24kg,8시리즈,,56490146.0,56490145.669999994,137221649.474,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,23-22kg,,,6948499.0,6948498.7,8367354.225,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,21-20kg,,,583662127.0,583662127.51,206109810.04,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,19-18kg,,,44704346.0,44704345.64,56864444.432,,
,이커머스,SOP,세탁기,26Y09M,26Y38W,금액,15kg↓,,,122308870.0,122308869.9,160271966.189,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,,,,1.0,1.0,1.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,25kg,,,391.0,270.0,65.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,25kg,9시리즈,,187.0,186.0,10.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,25kg,8시리즈,,562.0,10.0,215.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,24kg,,,100.0,100.0,10.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,24kg,8시리즈,,14.0,14.0,4.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,23-22kg,,,1.0,1.0,1.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,21-20kg,,,395.0,273.0,2.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,19-18kg,,,198.0,188.0,47.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,수량,15kg↓,,,24.0,24.0,44.0,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,,,,4309721.0,4309721.33,469606.181,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,25kg,,,214290240.0,159607807.95000002,80146427.25,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,25kg,9시리즈,,407419455.0,404982473.50000006,33076351.529000003,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,25kg,8시리즈,,1015337476.0,17860077.3,622914575.76,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,24kg,,,64184006.0,64184006.0,12612741.94,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,24kg,8시리즈,,7652367.0,7652367.029999999,5906454.210000001,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,23-22kg,,,315841.0,315840.85,929706.025,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,21-20kg,,,211491655.0,144504738.28,2092105.572,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,19-18kg,,,62659456.0,60080312.0,33589273.016,,
,이커머스,SOP,세탁기,26Y09M,26Y39W,금액,15kg↓,,,8845373.0,8845372.8,40381003.706,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,,,,5.0,5.0,6.12,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,25kg,,,42.0,18.0,116.96,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,25kg,9시리즈,,38.0,38.0,44.2,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,25kg,8시리즈,,79.0,29.0,68.68,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,24kg,,,,,54.4,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,24kg,8시리즈,,99.0,37.0,33.32,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,23-22kg,,,2.0,2.0,2.04,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,21-20kg,,,107.0,103.0,116.96000000000001,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,19-18kg,,,114.0,57.0,51.68,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,수량,15kg↓,,,88.0,6.0,23.119999999999997,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,,,,4507869.0,4507868.8,2873989.828,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,25kg,,,22423862.0,10471884.6,143892600.34699997,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,25kg,9시리즈,,93953867.0,93953867.89,150096439.474,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,25kg,8시리즈,,165309190.0,59710796.71,198934021.337,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,24kg,,,,,68613316.154,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,24kg,8시리즈,,60574219.0,22003682.87,50321795.7,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,23-22kg,,,962165.0,962165.0,1896600.291,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,21-20kg,,,52074788.0,50539606.85,121951323.979,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,19-18kg,,,40379850.0,20370772.17,36291410.735,,
,이커머스,SOP,세탁기,26Y09M,26Y40WA,금액,15kg↓,,,35228579.0,2310009.48,23225186.321,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,,,,4.0,4.0,2.88,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,25kg,,,32.0,14.0,55.040000000000006,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,25kg,9시리즈,,29.0,29.0,20.8,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,25kg,8시리즈,,59.0,21.0,32.32,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,24kg,,,,,25.6,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,24kg,8시리즈,,74.0,27.0,15.68,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,23-22kg,,,1.0,1.0,0.96,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,21-20kg,,,80.0,78.0,55.04,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,19-18kg,,,86.0,42.0,24.32,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,수량,15kg↓,,,66.0,5.0,10.879999999999999,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,,,,3459066.0,3459066.87,1352709.533,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,25kg,,,17192554.0,8228571.45,67919032.0,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,25kg,9시리즈,,73078269.0,73078267.96,71214397.883,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,25kg,8시리즈,,123493631.0,43238852.79,93641181.273,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,24kg,,,,,31829736.986,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,24kg,8시리즈,,45262837.0,16021778.97,23673573.528000005,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,23-22kg,,,481083.0,481082.5,912242.445,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,21-20kg,,,39016309.0,38248718.43,57382325.198,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,19-18kg,,,30394174.0,14951518.18,17043881.648,,
,이커머스,SOP,세탁기,26Y10M,26Y40WB,금액,15kg↓,,,26429655.0,1941452.2799999998,10926407.361,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,,,,11.0,11.0,11.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,25kg,,,179.0,123.0,172.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,25kg,9시리즈,,82.0,82.0,80.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,25kg,8시리즈,,173.0,66.0,173.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,24kg,,,,,80.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,24kg,8시리즈,,203.0,38.0,50.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,23-22kg,,,3.0,3.0,3.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,21-20kg,,,233.0,171.0,233.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,19-18kg,,,66.0,48.0,82.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,수량,15kg↓,,,48.0,36.0,35.0,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,,,,8627897.0,8627897.329999998,5166598.91,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,25kg,,,88859038.0,60971091.42,212246974.99999997,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,25kg,9시리즈,,204860572.0,204860571.73,274633936.391,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,25kg,8시리즈,,362033022.0,136052461.92000002,501235278.894,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,24kg,,,,,99467928.08,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,24kg,8시리즈,,119487439.0,21671766.419999998,75389627.65,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,23-22kg,,,1443248.0,1443247.5,2850757.641,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,21-20kg,,,113463692.0,89668376.19,243334639.155,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,19-18kg,,,23791049.0,17597593.240000002,57357028.744,,
,이커머스,SOP,세탁기,26Y10M,26Y41W,금액,15kg↓,,,19072073.0,14254722.0,34767277.045,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,,,,11.0,11.0,11.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,25kg,,,574.0,507.0,363.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,25kg,9시리즈,,82.0,82.0,80.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,25kg,8시리즈,,173.0,65.0,173.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,24kg,,,75.0,75.0,80.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,24kg,8시리즈,,130.0,109.0,48.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,23-22kg,,,3.0,3.0,3.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,21-20kg,,,233.0,233.0,233.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,19-18kg,,,66.0,66.0,82.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,수량,15kg↓,,,48.0,48.0,35.0,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,,,,8627897.0,8627897.329999998,5166598.91,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,25kg,,,343590814.0,297681251.74,474916906.185,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,25kg,9시리즈,,204860572.0,204860571.72999996,274633936.391,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,25kg,8시리즈,,362033022.0,133940494.07000001,501235278.894,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,24kg,,,48138005.0,48138004.5,99467928.08,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,24kg,8시리즈,,83257327.0,68734537.82000001,72264203.142,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,23-22kg,,,1443248.0,1443247.5,2850757.641,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,21-20kg,,,113463692.0,113463692.23,243334639.155,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,19-18kg,,,23791049.0,23791048.32,57357028.744,,
,이커머스,SOP,세탁기,26Y10M,26Y42W,금액,15kg↓,,,19072073.0,19072073.52,34767277.045,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,,,,9.0,9.0,9.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,25kg,,,237.0,237.0,213.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,25kg,9시리즈,,67.0,67.0,65.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,25kg,8시리즈,,138.0,50.0,138.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,24kg,,,486.0,486.0,80.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,24kg,8시리즈,,51.0,33.0,39.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,23-22kg,,,3.0,3.0,3.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,21-20kg,,,187.0,187.0,187.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,19-18kg,,,53.0,53.0,76.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,수량,15kg↓,,,39.0,39.0,34.0,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,,,,7966935.0,7266434.32,4227217.29,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,25kg,,,135377769.0,135377768.57,272401749.91499996,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,25kg,9시리즈,,167032136.0,167032135.85,222544993.384,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,25kg,8시리즈,,288802821.0,102949649.5,399829297.564,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,24kg,,,311934269.0,311934269.16,99467928.08,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,24kg,8시리즈,,31893863.0,19445757.73,58352794.734,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,23-22kg,,,1443248.0,1443247.5,2850757.641,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,21-20kg,,,91091097.0,91091097.80000001,195299142.987,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,19-18kg,,,19138324.0,19138323.669999998,53262130.15100001,,
,이커머스,SOP,세탁기,26Y10M,26Y43W,금액,15kg↓,,,15491949.0,15491948.64,34145023.004,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,,,,5.0,5.0,8.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,25kg,,,320.0,320.0,242.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,25kg,9시리즈,,35.0,28.0,39.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,25kg,8시리즈,,69.0,25.0,54.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,24kg,,,14.0,13.0,100.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,24kg,8시리즈,,26.0,17.0,36.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,23-22kg,,,2.0,2.0,2.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,21-20kg,,,184.0,184.0,200.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,19-18kg,,,28.0,28.0,124.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,수량,15kg↓,,,20.0,20.0,33.0,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,,,,6645012.0,6645012.35,3757526.48,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,25kg,,,184959794.0,184959793.98000002,313763780.09000003,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,25kg,9시리즈,,86351530.0,68796978.45,134352258.736,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,25kg,8시리즈,,144401410.0,51474824.75,156454940.612,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,24kg,,,8985761.0,8343920.78,124334910.1,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,24kg,8시리즈,,16217338.0,9993283.8,53970661.728,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,23-22kg,,,962165.0,962165.0,1900505.094,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,21-20kg,,,91512380.0,91512379.91,208915633.962,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,19-18kg,,,10184138.0,10184137.629999999,84893558.135,,
,이커머스,SOP,세탁기,26Y10M,26Y44WA,금액,15kg↓,,,7930253.0,7930252.92,33522768.963,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,25kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,25kg,9시리즈,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,25kg,8시리즈,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,24kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,24kg,8시리즈,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,23-22kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,21-20kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,19-18kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,수량,15kg↓,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,25kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,25kg,9시리즈,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,25kg,8시리즈,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,24kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,24kg,8시리즈,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,23-22kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,21-20kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,19-18kg,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y44WB,금액,15kg↓,,,,,0.0,,
,이커머스,SOP,세탁기,26Y11M,26Y45W,수량,,,,20.0,20.0,18.0,,
