Unnamed: 0,영업팀,영업그룹,파트,대표거래선,기준품목,월(AB),주(AB),메져_구분,SMSS_ATTR01,SMSS_ATTR02,SMSS_ATTR03,◆_AP1_S/I FCST_예상,◆_AP1_RTF_예상,◆_AP1_S/O FCST_예상,◆_실판매_모바일/유통직판 포함,◆_매출
,이커머스,SOP,가전,케이디엘,냉장고,26Y03M,26Y14WA,금액,,,,-1181496.293,-1181496.293,6091945.2,6091945.2,-1181496.293
,이커머스,SOP,가전,케이디엘,냉장고,26Y03M,26Y14WA,금액,키친핏 4Door,7시리즈,,,,5135134.4,5135134.4,
,이커머스,SOP,가전,케이디엘,냉장고,26Y03M,26Y14WA,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,2911804.5,2911804.5,
,이커머스,SOP,가전,케이디엘,냉장고,26Y03M,26Y14WA,금액,"키친핏 1Door 18""",,,11088104.074,11088104.074,20584535.4,20584535.4,11088104.074
,이커머스,SOP,가전,케이디엘,냉장고,26Y03M,26Y14WA,금액,4Door,7시리즈,벤딩도어,,,18866645.6,18866645.6,
,이커머스,SOP,가전,케이디엘,냉장고,26Y03M,26Y14WA,금액,BMF,,,19175942.142,19175942.142,15364102.6,15364102.6,19175942.142
,이커머스,SOP,가전,케이디엘,냉장고,26Y03M,26Y14WA,금액,키친핏 1Door,,,153469723.356,153469723.356,111442930.5,111442930.5,153469723.356
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,수량,,,,1.0,1.0,3.0,3.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,수량,키친핏 4Door,7시리즈,,,,0.0,0.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,수량,키친핏 4Door,7시리즈,AI 하이브리드,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,수량,"키친핏 1Door 18""",,,,,21.0,21.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,수량,4Door,7시리즈,벤딩도어,,,12.0,12.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,수량,BMF,,,18.0,18.0,33.0,33.0,18.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,수량,키친핏 1Door,,,126.0,126.0,77.0,77.0,126.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,금액,,,,1195300.615,1195300.615,4570173.300000001,4570173.300000001,1195300.615
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,금액,키친핏 4Door,7시리즈,,,,0.0,0.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,금액,키친핏 4Door,7시리즈,AI 하이브리드,2195243.459,2195243.459,2911804.5,2911804.5,2195243.459
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,금액,"키친핏 1Door 18""",,,,,24002658.9,24002658.9,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,금액,4Door,7시리즈,벤딩도어,,,28299968.4,28299968.4,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,금액,BMF,,,-14797020.321,-14797020.321,26430837.4,26430837.399999995,-14797020.321
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y14WB,금액,키친핏 1Door,,,80722618.36700001,80722618.36700001,100727288.2,100727288.19999999,80722618.367
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,수량,,,,2.0,2.0,1.0,1.0,2.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,수량,키친핏 4Door,7시리즈,,,,3.0,3.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,1.0,1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,수량,"키친핏 1Door 18""",,,20.0,20.0,20.0,20.0,20.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,수량,4Door,7시리즈,벤딩도어,,,26.0,26.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,수량,BMF,,,1.0,1.0,51.0,51.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,수량,키친핏 1Door,,,175.0,175.0,195.0,195.0,175.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,금액,,,,2390601.23,2390601.23,1521366.0,1521366.0,2390601.23
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,금액,키친핏 4Door,7시리즈,,,,7746887.5,7746887.5,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,2911804.5,2911804.5,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,금액,"키친핏 1Door 18""",,,3154602.979,3154602.979,22867311.5,22867311.499999996,3154602.979
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,금액,4Door,7시리즈,벤딩도어,,,58633620.1,58633620.1,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,금액,BMF,,,-736672.2080000001,-736672.2080000001,44694091.19999999,44694091.2,-736672.2080000001
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y15W,금액,키친핏 1Door,,,86584066.272,86584066.272,262582945.89999998,262582945.90000004,86584066.272
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,수량,키친핏 4Door,7시리즈,,2.0,2.0,7.0,7.0,2.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,2.0,2.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,수량,"키친핏 1Door 18""",,,34.0,34.0,29.0,29.0,34.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,수량,4Door,7시리즈,벤딩도어,,,3.0,3.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,수량,BMF,,,10.0,10.0,42.0,42.0,10.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,수량,키친핏 1Door,,,147.0,147.0,180.0,180.0,147.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,금액,키친핏 4Door,7시리즈,,2552904.226,2552904.226,17734769.8,17734769.8,2552904.226
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,5781310.7,5781310.7,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,금액,"키친핏 1Door 18""",,,7495518.545000002,7495518.545000002,33165142.999999996,33165143.000000007,7495518.545000002
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,금액,4Door,7시리즈,벤딩도어,,,7086153.8,7086153.8,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,금액,BMF,,,-8170113.608,-8170113.608,34447996.0,34447996.0,-8170113.608
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y16W,금액,키친핏 1Door,,,144525399.118,144525399.118,244853261.40000004,244853261.39999986,144525399.118
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,수량,키친핏 4Door,7시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,수량,키친핏 4Door,7시리즈,AI 하이브리드,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,수량,"키친핏 1Door 18""",,,,,15.0,15.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,수량,4Door,7시리즈,벤딩도어,,,11.0,11.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,수량,BMF,,,2.0,2.0,32.0,32.0,2.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,수량,키친핏 1Door,,,83.0,83.0,142.0,142.0,83.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,금액,키친핏 4Door,7시리즈,,1276452.113,1276452.113,2614802.3,2614802.3,1276452.113
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,금액,키친핏 4Door,7시리즈,AI 하이브리드,2195243.459,2195243.459,2869506.2,2869506.2,2195243.459
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,금액,"키친핏 1Door 18""",,,2095786.884,2095786.884,17148827.3,17148827.299999997,2095786.884
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,금액,4Door,7시리즈,벤딩도어,,,25941637.7,25941637.7,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,금액,BMF,,,-1682924.967,-1682924.967,21247613.200000003,21247613.2,-1682924.967
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y17W,금액,키친핏 1Door,,,81736140.72,81736140.72,191929811.70000002,191929811.70000008,81736140.72000001
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,수량,키친핏 4Door,7시리즈,,,,2.0,2.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,1.0,1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,수량,"키친핏 1Door 18""",,,10.0,10.0,7.0,7.0,10.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,수량,4Door,7시리즈,벤딩도어,,,7.0,7.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,수량,BMF,,,21.0,21.0,37.0,37.0,21.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,수량,키친핏 1Door,,,183.0,183.0,107.0,107.0,183.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,금액,키친핏 4Door,7시리즈,,,,5132087.4,5132087.4,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,2911804.5,2911804.5,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,금액,"키친핏 1Door 18""",,,101521.594,101521.594,8004378.800000001,8004378.799999999,101521.594
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,금액,4Door,7시리즈,벤딩도어,,,15831989.8,15831989.8,
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,금액,BMF,,,-18609538.099,-18609538.099,25309654.700000003,25309654.7,-18609538.099
,이커머스,SOP,가전,케이디엘,냉장고,26Y04M,26Y18WA,금액,키친핏 1Door,,,163370236.459,163370236.459,145092459.6,145092459.60000002,163370236.459
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y18WB,수량,"키친핏 1Door 18""",,,11.0,11.0,,,11.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y18WB,수량,BMF,,,12.0,12.0,,,12.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y18WB,수량,키친핏 1Door,,,-1.0,-1.0,,,-1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y18WB,금액,"키친핏 1Door 18""",,,-5148943.446,-5148943.446,,,-5148943.446
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y18WB,금액,BMF,,,5249432.781,5249432.781,,,5249432.781
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y18WB,금액,키친핏 1Door,,,-283934.725,-283934.725,,,-283934.725
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,수량,키친핏 4Door,7시리즈,,,,3.0,3.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,수량,키친핏 4Door,7시리즈,AI 하이브리드,1.0,1.0,,,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,수량,"키친핏 1Door 18""",,,9.0,9.0,41.0,41.0,9.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,수량,4Door,7시리즈,벤딩도어,,,9.0,9.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,수량,BMF,,,57.0,57.0,28.0,28.0,57.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,수량,키친핏 1Door,,,96.0,96.0,315.0,315.0,96.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,금액,키친핏 4Door,7시리즈,,,,7558358.5,7558358.5,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,금액,키친핏 4Door,7시리즈,AI 하이브리드,2084859.555,2084859.555,,,2084859.555
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,금액,"키친핏 1Door 18""",,,3111751.006000001,3111751.006000001,46875442.900000006,46875442.900000006,3111751.006000001
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,금액,4Door,7시리즈,벤딩도어,,,19883486.7,19883486.7,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,금액,BMF,,,26067631.289,26067631.289,19522753.8,19522753.800000004,26067631.289
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y19W,금액,키친핏 1Door,,,75891125.111,75891125.111,417585799.4,417585799.4,75891125.111
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,수량,키친핏 4Door,7시리즈,,3.0,3.0,4.0,4.0,3.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,수량,"키친핏 1Door 18""",,,28.0,28.0,21.0,21.0,28.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,수량,4Door,7시리즈,벤딩도어,,,7.0,7.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,수량,BMF,,,199.0,199.0,90.0,90.0,199.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,수량,키친핏 1Door,,,291.0,291.0,395.0,395.0,291.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,금액,키친핏 4Door,7시리즈,,-7109382.022,-7109382.022,10267424.200000001,10267424.200000001,-7109382.022
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,금액,"키친핏 1Door 18""",,,-9332088.442,-9332088.442,23986378.900000002,23986378.900000002,-9332088.442
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,금액,4Door,7시리즈,벤딩도어,,,16508314.899999999,16508314.899999999,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,금액,BMF,,,90680115.11900002,90680115.11900002,61487692.199999996,61487692.2,90680115.11900002
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y20W,금액,키친핏 1Door,,,145199932.19500002,145199932.19500002,531347784.0,531347784.0,145199932.195
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,수량,키친핏 4Door,7시리즈,,2.0,2.0,3.0,3.0,2.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,1.0,1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,수량,"키친핏 1Door 18""",,,27.0,27.0,32.0,32.0,27.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,수량,4Door,7시리즈,벤딩도어,,,5.0,5.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,수량,BMF,,,52.0,52.0,64.0,64.0,52.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,수량,키친핏 1Door,,,274.0,274.0,313.0,313.0,274.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,금액,키친핏 4Door,7시리즈,,-19507641.367,-19507641.367,7639824.500000001,7639824.5,-19507641.367
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,2911804.5,2911804.5,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,금액,"키친핏 1Door 18""",,,-13303536.313000001,-13303536.313000001,36710801.599999994,36710801.599999994,-13303536.313000001
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,금액,4Door,7시리즈,벤딩도어,,,11115327.3,11115327.3,
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,금액,BMF,,,23661748.877,23661748.877,43832166.39999999,43832166.400000006,23661748.877
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y21W,금액,키친핏 1Door,,,159932726.759,159932726.759,418686697.0,418686697.00000006,159932726.75900003
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,수량,키친핏 4Door,7시리즈,,1.0,1.0,3.0,3.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,수량,"키친핏 1Door 18""",,,3.0,3.0,24.0,24.0,3.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,수량,4Door,7시리즈,벤딩도어,6.0,6.0,10.0,10.0,6.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,수량,BMF,,,20.0,20.0,53.0,53.0,20.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,수량,키친핏 1Door,,,19.0,19.0,97.0,97.0,19.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,금액,키친핏 4Door,7시리즈,,1322219.331,1322219.331,7639826.699999999,7639826.699999999,1322219.331
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,금액,"키친핏 1Door 18""",,,-1563936.867,-1563936.867,27228240.599999998,27228240.599999998,-1563936.867
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,금액,4Door,7시리즈,벤딩도어,9363941.409,9363941.409,23594468.7,23594468.700000003,9363941.409
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,금액,BMF,,,8575514.233000001,8575514.233000001,36178039.699999996,36178039.7,8575514.233000001
,이커머스,SOP,가전,케이디엘,냉장고,26Y05M,26Y22W,금액,키친핏 1Door,,,-24629037.06,-24629037.06,131181626.4,131181626.4,-24629037.060000002
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,수량,키친핏 4Door,7시리즈,,,,1.0,1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,수량,"키친핏 1Door 18""",,,21.0,21.0,8.0,8.0,21.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,수량,4Door,7시리즈,벤딩도어,,,1.0,1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,수량,BMF,,,115.0,115.0,27.0,27.0,115.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,수량,키친핏 1Door,,,337.0,337.0,90.0,90.0,337.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,금액,키친핏 4Door,7시리즈,,,,2517285.1000000006,2517285.1,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,금액,"키친핏 1Door 18""",,,13474330.969,13474330.969,9130188.100000001,9130188.1,13474330.969
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,금액,4Door,7시리즈,벤딩도어,,,2200831.6,2200831.6,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,금액,BMF,,,40097201.32300001,40097201.32300001,18396033.7,18396033.7,40097201.32300001
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y23W,금액,키친핏 1Door,,,328909231.832,328909231.832,117491444.40000002,117491444.4,328909231.832
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,수량,키친핏 4Door,7시리즈,,0.0,0.0,2.0,2.0,0.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,1.0,1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,수량,"키친핏 1Door 18""",,,45.0,45.0,65.0,65.0,45.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,수량,4Door,7시리즈,벤딩도어,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,수량,BMF,,,88.0,88.0,86.0,86.0,88.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,수량,키친핏 1Door,,,278.0,278.0,492.0,492.0,278.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,금액,키친핏 4Door,7시리즈,,0.0,0.0,5041074.5,5041074.5,0.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,2869506.2,2869506.2,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,금액,"키친핏 1Door 18""",,,28544576.792999998,28544576.792999998,76543842.1,76543842.1,28544576.792999998
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,금액,4Door,7시리즈,벤딩도어,1539768.295,1539768.295,2369491.3,2369491.3,1539768.295
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,금액,BMF,,,34692512.805999994,34692512.805999994,60728187.3,60728187.3,34692512.805999994
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y24W,금액,키친핏 1Door,,,222305329.245,222305329.245,672338839.6999999,672338839.7000002,222305329.24499997
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,수량,키친핏 4Door,7시리즈,,,,1.0,1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,수량,키친핏 4Door,7시리즈,AI 하이브리드,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,수량,"키친핏 1Door 18""",,,51.0,51.0,99.0,99.0,51.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,수량,4Door,7시리즈,벤딩도어,,,2.0,2.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,수량,BMF,,,101.0,101.0,86.0,86.0,101.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,수량,키친핏 1Door,,,450.0,450.0,611.0,611.0,450.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,금액,키친핏 4Door,7시리즈,,,,2602002.7,2602002.7,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,금액,키친핏 4Door,7시리즈,AI 하이브리드,1826629.453,1826629.453,2911804.5,2911804.5,1826629.453
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,금액,"키친핏 1Door 18""",,,35015678.48,35015678.48,117989364.90000002,117989364.89999999,35015678.48
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,금액,4Door,7시리즈,벤딩도어,,,4738983.699999999,4738983.699999999,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,금액,BMF,,,39928404.188,39928404.188,64083629.5,64083629.49999999,39928404.18799999
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y25W,금액,키친핏 1Door,,,399857545.161,399857545.161,877559779.8000001,877559779.7999997,399857545.1609999
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,수량,키친핏 4Door,7시리즈,,1.0,1.0,,,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,13.0,13.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,수량,"키친핏 1Door 18""",,,70.0,70.0,113.0,113.0,70.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,수량,BMF,,,85.0,85.0,111.0,111.0,85.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,수량,키친핏 1Door,,,375.0,375.0,629.0,629.0,375.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,금액,키친핏 4Door,7시리즈,,3276724.163,3276724.163,,,3276724.163
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,37703271.1,37703271.1,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,금액,"키친핏 1Door 18""",,,46953107.53,46953107.53,136951213.29999998,136951213.29999998,46953107.529999994
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,금액,BMF,,,33603112.986,33603112.986,84484272.4,84484272.4,33603112.986
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y26W,금액,키친핏 1Door,,,301972886.64599997,301972886.64599997,933696616.6000001,933696616.6000001,301972886.6460001
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,-1.0,-1.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,수량,"키친핏 1Door 18""",,,5.0,5.0,-3.0,-3.0,5.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,수량,BMF,,,4.0,4.0,0.0,0.0,4.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,수량,키친핏 1Door,,,47.0,47.0,-35.0,-35.0,47.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,-2761617.1,-2761617.1,
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,금액,"키친핏 1Door 18""",,,1490949.613,1490949.613,-3760194.8999999994,-3760194.8999999994,1490949.613
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,금액,BMF,,,1581322.801,1581322.801,7635.1,7635.1,1581322.801
,이커머스,SOP,가전,케이디엘,냉장고,26Y06M,26Y27WA,금액,키친핏 1Door,,,39758152.51099999,39758152.51099999,-51086009.7,-51086009.7,39758152.511
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,수량,키친핏 4Door,7시리즈,,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,수량,키친핏 4Door,7시리즈,AI 하이브리드,,,21.0,21.0,
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,수량,"키친핏 1Door 18""",,,29.0,29.0,251.0,251.0,29.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,수량,BMF,,,2.0,2.0,333.0,333.0,2.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,수량,키친핏 1Door,,,143.0,143.0,2884.0,2884.0,143.0
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,금액,키친핏 4Door,7시리즈,,1271062.331,1271062.331,2517285.1,2517285.1,1271062.331
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,금액,키친핏 4Door,7시리즈,AI 하이브리드,,,61147894.5,61147894.5,
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,금액,"키친핏 1Door 18""",,,31496464.712,31496464.712,310143517.2,310143517.2,31496464.712000005
,이커머스,SOP,가전,케이디엘,냉장고,26Y07M,26Y27WB,금액,BMF,,,161037.314,161037.314,256182824.7,256182824.7,161037.314
