Unnamed: 0,영업팀,영업그룹,파트,대표거래선,기준품목,월(AB),주(AB),메져_구분,SMSS_ATTR01,SMSS_ATTR02,SMSS_ATTR03,◆_AP1_S/I FCST_예상,◆_AP1_RTF_예상,◆_AP1_S/O FCST_예상,◆_실판매_모바일/유통직판 포함,◆_매출
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y04W,금액,24kg,,,,,21464346.2,21464346.2,
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y04W,금액,21-20kg,,,1037059575.5150001,1037059575.5150001,203650032.3,203650032.3,1037059575.5150001
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,수량,,,,366.0,366.0,56.0,56.0,366.0
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,수량,25kg,,,193.0,193.0,10.0,10.0,193.0
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,수량,24kg,,,,,6.0,6.0,
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,수량,21-20kg,,,276.0,276.0,0.0,0.0,276.0
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,금액,,,,102106391.421,102106391.421,25797910.6,25797910.6,102106391.421
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,금액,25kg,,,216978399.301,216978399.301,41972893.60000001,41972893.60000001,216978399.301
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,금액,24kg,,,,,7575651.6,7575651.6,
,이커머스,SOP,가전,회산,세탁기,25Y01M,25Y05WA,금액,21-20kg,,,228245533.77099997,228245533.77099997,-203518.69999999925,-203518.69999999925,228245533.77099997
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y05WB,수량,,,,1.0,1.0,,,1.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y05WB,수량,25kg,,,1.0,1.0,,,1.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y05WB,금액,,,,151919.402,151919.402,,,151919.402
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y05WB,금액,25kg,,,599586.566,599586.566,,,599586.566
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,수량,,,,3.0,3.0,165.0,165.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,수량,25kg,,,24.0,24.0,111.0,111.0,24.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,수량,24kg,,,,,15.0,15.0,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,수량,21-20kg,,,,,201.0,201.0,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,금액,,,,455758.206,455758.206,84371268.3,84371268.30000001,455758.206
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,금액,25kg,,,15212548.080000002,15212548.080000002,221851975.39999998,221851975.39999998,15212548.080000002
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,금액,24kg,,,,,18939129.000000004,18939129.0,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y06W,금액,21-20kg,,,,,251940187.4,251940187.39999998,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,수량,,,,,,244.0,244.0,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,수량,25kg,,,39.0,39.0,296.0,296.0,39.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,수량,24kg,,,,,13.0,13.0,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,수량,21-20kg,,,50.0,50.0,302.0,302.0,50.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,금액,,,,,,135882007.79999998,135882007.8,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,금액,25kg,,,23383876.073999997,23383876.073999997,566583526.3,566583526.3000001,23383876.073999997
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,금액,24kg,,,,,16413910.7,16413910.7,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y07W,금액,21-20kg,,,21351211.985,21351211.985,377949930.6,377949930.6000001,21351211.985
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,수량,,,,-1.0,-1.0,192.0,192.0,-1.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,수량,25kg,,,8.0,8.0,139.0,139.0,8.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,수량,24kg,,,,,31.0,31.0,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,수량,21-20kg,,,500.0,500.0,292.0,292.0,500.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,금액,,,,-629307.0,-629307.0,111765111.69999999,111765111.70000002,-629307.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,금액,25kg,,,4796692.528,4796692.528,289864388.0,289864388.00000006,4796692.528
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,금액,24kg,,,,,39140861.099999994,39140861.10000001,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y08W,금액,21-20kg,,,212906558.815,212906558.815,344386374.1999999,344386374.20000005,212906558.815
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,수량,,,,162.0,162.0,210.0,210.0,162.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,수량,25kg,,,22.0,22.0,87.0,87.0,22.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,수량,24kg,,,,,3.0,3.0,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,수량,21-20kg,,,0.0,0.0,165.0,165.0,0.0
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,금액,,,,24610949.573000003,24610949.573000003,118768239.70000002,118768239.69999999,24610949.573000003
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,금액,25kg,,,11842761.583999999,11842761.583999999,179793565.60000002,179793565.6,11842761.583999999
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,금액,24kg,,,,,3787825.8,3787825.8,
,이커머스,SOP,가전,회산,세탁기,25Y02M,25Y09WA,금액,21-20kg,,,34422.765000000014,34422.765000000014,202171741.2,202171741.20000002,34422.765000000014
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y09WB,수량,,,,3.0,3.0,,,3.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y09WB,수량,25kg,,,1.0,1.0,,,1.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y09WB,금액,,,,76016.207,76016.207,,,76016.207
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y09WB,금액,25kg,,,1449931.81,1449931.81,,,1449931.81
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y10W,수량,,,,141.0,141.0,212.0,212.0,141.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y10W,수량,25kg,,,82.0,82.0,94.0,94.0,82.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y10W,수량,21-20kg,,,1.0,1.0,191.0,191.0,1.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y10W,금액,,,,33913884.562,33913884.562,117959277.70000002,117959277.70000002,33913884.56200001
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y10W,금액,25kg,,,118627197.306,118627197.306,219312263.5,219312263.50000006,118627197.306
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y10W,금액,21-20kg,,,598573.5469999999,598573.5469999999,238176902.7,238176902.70000005,598573.5469999999
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,수량,,,,64.0,64.0,248.0,248.0,64.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,수량,25kg,,,33.0,33.0,126.0,126.0,33.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,수량,24kg,,,,,1.0,1.0,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,수량,21-20kg,,,3.0,3.0,156.0,156.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,금액,,,,16408551.083999999,16408551.083999999,141633957.3,141633957.29999995,16408551.083999999
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,금액,25kg,,,47847749.730000004,47847749.730000004,255105665.1,255105665.0999999,47847749.730000004
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,금액,24kg,,,,,1262608.6,1262608.6,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y11W,금액,21-20kg,,,1750941.887,1750941.887,193907111.2,193907111.20000002,1750941.887
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,수량,,,,13.0,13.0,221.0,221.0,13.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,수량,25kg,,,444.0,444.0,171.0,171.0,444.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,수량,25kg,9시리즈,,,,1.0,1.0,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,수량,24kg,,,,,1.0,1.0,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,수량,21-20kg,,,203.0,203.0,147.0,147.0,203.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,금액,,,,99173.35100000001,99173.35100000001,119837736.7,119837736.70000003,99173.35100000002
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,금액,25kg,,,346512373.972,346512373.972,309512707.9,309512707.90000004,346512373.972
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,금액,25kg,9시리즈,,,,3508562.2,3508562.2,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,금액,24kg,,,,,1262607.5,1262607.5,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y12W,금액,21-20kg,,,111113557.175,111113557.175,179011071.79999998,179011071.8,111113557.175
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,수량,,,,330.0,330.0,221.0,221.0,330.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,수량,25kg,,,128.0,128.0,107.0,107.0,128.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,수량,25kg,9시리즈,,,,-1.0,-1.0,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,수량,21-20kg,,,8.0,8.0,177.0,177.0,8.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,금액,,,,75115281.002,75115281.002,124483816.60000001,124483816.6,75115281.002
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,금액,25kg,,,111276934.40200001,111276934.40200001,195899464.2,195899464.20000002,111276934.40200001
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,금액,25kg,9시리즈,,,,-3508562.2,-3508562.2,
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y13W,금액,21-20kg,,,4468868.790999999,4468868.790999999,216830050.8,216830050.80000004,4468868.790999999
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,수량,,,,17.0,17.0,60.0,60.0,17.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,수량,25kg,,,3.0,3.0,17.0,17.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,수량,24kg,,,7.0,7.0,,,7.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,수량,21-20kg,,,1.0,1.0,14.0,14.0,1.0
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,금액,,,,430758.504,430758.504,35570122.5,35570122.5,430758.504
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,금액,25kg,,,4349795.43,4349795.43,47032062.00000001,47032062.00000001,4349795.43
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,금액,24kg,,,2988716.772,2988716.772,,,2988716.772
,이커머스,SOP,가전,회산,세탁기,25Y03M,25Y14WA,금액,21-20kg,,,576184.17,576184.17,15994902.0,15994902.0,576184.17
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,수량,,,,47.0,47.0,96.0,96.0,47.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,수량,25kg,,,26.0,26.0,57.0,57.0,26.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,수량,25kg,9시리즈,,,,1.0,1.0,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,수량,24kg,,,,,3.0,3.0,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,수량,21-20kg,,,2.0,2.0,83.0,83.0,2.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,수량,15kg↓,,,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,금액,,,,16472629.273999998,16472629.273999998,58194875.199999996,58194875.20000002,16472629.273999998
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,금액,25kg,,,34998796.699,34998796.699,133932607.60000001,133932607.59999998,34998796.699
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,금액,25kg,9시리즈,,,,3508562.2,3508562.2,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,금액,24kg,,,,,3787825.8000000003,3787825.8000000003,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,금액,21-20kg,,,704277.724,704277.724,102955059.9,102955059.89999998,704277.724
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y14WB,금액,15kg↓,,,458463.644,458463.644,832614.2,832614.2,458463.644
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,수량,,,,102.0,102.0,109.0,109.0,102.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,수량,25kg,,,39.0,39.0,124.0,124.0,39.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,수량,25kg,9시리즈,,,,1.0,1.0,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,수량,24kg,,,,,1.0,1.0,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,수량,21-20kg,,,27.0,27.0,193.0,193.0,27.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,수량,15kg↓,,,1.0,1.0,1.0,1.0,1.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,금액,,,,32545303.832000002,32545303.832000002,64864100.4,64864100.40000001,32545303.83200001
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,금액,25kg,,,52498195.048,52498195.048,251070518.60000002,251070518.6,52498195.048
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,금액,25kg,9시리즈,,,,3508562.2,3508562.2,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,금액,24kg,,,,,1262608.6,1262608.6,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,금액,21-20kg,,,9316284.453,9316284.453,234850799.7,234850799.70000008,9316284.453000002
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y15W,금액,15kg↓,,,458463.644,458463.644,832614.2,832614.2,458463.644
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,수량,,,,50.0,50.0,202.0,202.0,50.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,수량,25kg,,,37.0,37.0,114.0,114.0,37.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,수량,25kg,9시리즈,,2.0,2.0,3.0,3.0,2.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,수량,24kg,,,,,3.0,3.0,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,수량,21-20kg,,,42.0,42.0,264.0,264.0,42.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,수량,15kg↓,,,7.0,7.0,8.0,8.0,7.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,금액,,,,15079417.680999998,15079417.680999998,127673548.2,127673548.19999997,15079417.680999998
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,금액,25kg,,,49882097.491,49882097.491,232187243.20000002,232187243.2,49882097.491000004
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,금액,25kg,9시리즈,,3978411.626,3978411.626,10525686.600000001,10525686.600000001,3978411.626
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,금액,24kg,,,,,3787825.8000000003,3787825.8000000003,
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,금액,21-20kg,,,14729219.598,14729219.598,313696016.70000005,313696016.70000005,14729219.598
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y16W,금액,15kg↓,,,3209245.506,3209245.506,6660913.600000001,6660913.600000001,3209245.506
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,수량,,,,78.0,78.0,150.0,150.0,78.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,수량,25kg,,,29.0,29.0,93.0,93.0,29.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,수량,25kg,9시리즈,,2.0,2.0,2.0,2.0,2.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,수량,24kg,,,1.0,1.0,-1.0,-1.0,1.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,수량,21-20kg,,,223.0,223.0,151.0,151.0,223.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,수량,15kg↓,,,3.0,3.0,2.0,2.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,금액,,,,17831046.139000002,17831046.139000002,92545889.7,92545889.7,17831046.139000002
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,금액,25kg,,,39729982.79,39729982.79,186894196.50000003,186894196.50000003,39729982.78999999
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,금액,25kg,9시리즈,,3978411.626,3978411.626,7017124.4,7017124.4,3978411.626
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,금액,24kg,,,-2224158.982,-2224158.982,-1262608.6,-1262608.6,-2224158.982
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,금액,21-20kg,,,88281061.09,88281061.09,179085446.09999996,179085446.10000002,88281061.09
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y17W,금액,15kg↓,,,1375390.932,1375390.932,1665228.4,1665228.4,1375390.932
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,수량,,,,273.0,273.0,108.0,108.0,273.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,수량,25kg,,,24.0,24.0,60.0,60.0,24.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,수량,25kg,9시리즈,,2.0,2.0,1.0,1.0,2.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,수량,21-20kg,,,122.0,122.0,67.0,67.0,122.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,수량,15kg↓,,,3.0,3.0,5.0,5.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,금액,,,,78452658.558,78452658.558,63358809.8,63358809.80000002,78452658.558
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,금액,25kg,,,32306581.568,32306581.568,138368956.0,138368955.99999997,32306581.568
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,금액,25kg,9시리즈,,3978411.626,3978411.626,3508562.2,3508562.2,3978411.626
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,금액,21-20kg,,,70094431.30700001,70094431.30700001,77423423.0,77423423.0,70094431.30700001
,이커머스,SOP,가전,회산,세탁기,25Y04M,25Y18WA,금액,15kg↓,,,1375390.931,1375390.931,4163071.0,4163071.0,1375390.931
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,수량,,,,22.0,22.0,25.0,25.0,22.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,수량,25kg,,,17.0,17.0,4.0,4.0,17.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,수량,25kg,9시리즈,,1.0,1.0,,,1.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,수량,24kg,,,,,1.0,1.0,
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,수량,21-20kg,,,10.0,10.0,5.0,5.0,10.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,수량,15kg↓,,,3.0,3.0,2.0,2.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,금액,,,,9762277.734,9762277.734,14896104.3,14896104.3,9762277.734
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,금액,25kg,,,30136921.349,30136921.349,15150302.2,15150302.2,30136921.349
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,금액,25kg,9시리즈,,2004042.247,2004042.247,,,2004042.247
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,금액,24kg,,,,,1262608.6,1262608.6,
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,금액,21-20kg,,,4654450.993000001,4654450.993000001,5844774.1,5844774.1,4654450.993000001
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y18WB,금액,15kg↓,,,1500875.277,1500875.277,1665228.4,1665228.4,1500875.277
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,수량,,,,59.0,59.0,110.0,110.0,59.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,수량,25kg,,,26.0,26.0,292.0,292.0,26.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,수량,25kg,9시리즈,,3.0,3.0,4.0,4.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,수량,21-20kg,,,115.0,115.0,440.0,440.0,115.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,수량,15kg↓,,,3.0,3.0,4.0,4.0,3.0
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,금액,,,,19518224.442,19518224.442,61101311.699999996,61101311.70000001,19518224.442
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,금액,25kg,,,46091762.065,46091762.065,499795465.4,499795465.40000004,46091762.065
,이커머스,SOP,가전,회산,세탁기,25Y05M,25Y19W,금액,25kg,9시리즈,,6012126.74,6012126.74,14034248.8,14034248.8,6012126.74
